crn,mc_bag_ind,mc_dvr_boots_ind,mc_dvr_edc_ind,mc_dvr_eyeprt_ind,mc_dvr_hlmtdot_ind,mc_dvr_hlmton_ind,mc_dvr_hlmt_type,mc_dvr_lngpnts_ind,mc_dvr_lngslv_ind,mc_engine_size,mc_passngr_ind,mc_pas_boots_ind,mc_pas_eyeprt_ind,mc_pas_hlmtdot_ind,mc_pas_hlmton_ind,mc_pas_hlmt_type,mc_pas_lngpnts_ind,mc_pas_lngslv_ind,mc_trail_ind,pc_hdlght_ind,pc_hlmt_ind,pc_passngr_ind,pc_rear_rfltr_ind,unit_num,year_county,county
2019118813,U,N,N,U,U,Y,9,Y,Y,650,N,,,,,,,,N,,,,,1,,67
2019107309,,,,,,,,,,,,,,,,,,,,N,U,N,Y,2,,67
2019114659,,,,,,,,,,,,,,,,,,,,N,U,N,U,2,,67
2019047715,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1,,67
2019049291,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019068386,N,U,Y,U,N,N,0,U,U,99,N,,,,,,,,N,,,,,1,,67
2019068741,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019058245,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019070968,Y,U,Y,Y,U,Y,1,Y,Y,650,N,,,,,,,,N,,,,,1,,67
2019057323,U,U,N,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,2,,67
2019069630,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019095139,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,,67
2019121476,N,N,U,N,N,N,0,Y,Y,400,N,,,,,,,,N,,,,,1,,67
2019048553,N,Y,U,Y,N,N,0,Y,Y,1687,N,,,,,,,,N,,,,,1,,67
2019089265,Y,N,U,U,U,Y,9,Y,Y,500,N,,,,,,,,N,,,,,2,,67
2019133129,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019086529,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019070191,Y,Y,Y,Y,Y,Y,3,Y,Y,1300,N,,,,,,,,N,,,,,1,,67
2019050862,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019054946,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019066582,Y,Y,Y,Y,Y,Y,1,Y,Y,1200,N,,,,,,,,N,,,,,1,,67
2019121421,N,Y,Y,Y,Y,Y,3,Y,Y,650,N,,,,,,,,N,,,,,1,,67
2019065141,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019069968,U,U,N,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,1,,67
2019070644,Y,N,N,N,U,U,0,Y,N,6,N,,,,,,,,Y,,,,,1,,67
2019116178,N,Y,U,U,U,U,9,Y,U,1450,N,,,,,,,,N,,,,,1,,67
2020016744,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019092373,,,,,,,,,,,,,,,,,,,,N,U,N,U,2,,67
2019047376,U,Y,U,Y,Y,Y,1,Y,Y,1200,N,,,,,,,,N,,,,,1,,67
2019019456,N,Y,Y,Y,Y,Y,1,Y,Y,50,N,,,,,,,,N,,,,,2,,67
2019085417,N,Y,N,Y,N,N,0,Y,N,1130,N,,,,,,,,N,,,,,1,,67
2019096398,N,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019121609,U,Y,U,Y,U,U,1,Y,Y,5,Y,Y,Y,U,U,1,Y,Y,N,,,,,1,,67
2019125948,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1,,67
2019065295,N,N,U,N,N,N,0,N,N,250,N,,,,,,,,N,,,,,1,,67
2019123171,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019042683,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,,67
2019057602,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019069219,N,U,U,Y,U,U,1,U,U,0,N,,,,,,,,N,,,,,2,,67
2019104627,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,,67
2019127323,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019049290,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019052763,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019056338,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019089263,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019127719,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019096398,N,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,,67
2019084254,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019105041,N,N,N,N,N,N,0,Y,Y,125,N,,,,,,,,N,,,,,1,,67
2019035535,Y,Y,U,Y,Y,Y,1,Y,Y,1000,N,,,,,,,,N,,,,,1,,67
2019036252,Y,N,U,Y,U,Y,1,Y,Y,999,N,,,,,,,,N,,,,,2,,67
2019068999,N,N,N,N,N,N,0,Y,Y,500,N,,,,,,,,N,,,,,1,,67
2019082699,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019090284,N,U,U,U,U,Y,1,U,U,600,N,,,,,,,,N,,,,,2,,67
2019098474,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019058246,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019060520,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019080228,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019094252,U,U,U,U,N,N,0,U,U,99999,N,,,,,,,,U,,,,,1,,67
2019058341,N,N,N,N,N,N,0,Y,N,650,N,,,,,,,,N,,,,,1,,67
2019074425,Y,Y,Y,Y,N,N,0,Y,N,1500,N,,,,,,,,N,,,,,1,,67
2019017942,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019075189,N,N,Y,Y,N,N,0,Y,U,135,N,,,,,,,,N,,,,,1,,67
2019078058,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019001329,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019042140,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,,67
2019057598,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,,67
2019076090,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019095983,N,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019038515,N,U,U,Y,U,U,1,Y,Y,805,N,,,,,,,,N,,,,,2,,67
2019076104,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,,67
2019074916,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019094875,Y,N,U,Y,U,Y,1,Y,Y,500,N,,,,,,,,N,,,,,2,,67
2020006654,N,U,Y,Y,N,N,0,Y,Y,600,N,,,,,,,,N,,,,,1,,67
2019084445,N,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019124740,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,,67
2019083177,N,N,N,N,N,N,0,Y,N,100,N,,,,,,,,N,,,,,1,,67
2019035496,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,,67
2019038449,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019057797,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019035585,N,N,U,Y,U,N,1,Y,Y,782,N,,,,,,,,N,,,,,1,,67
2019052757,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019055027,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019080554,N,N,N,U,N,N,0,N,N,150,N,,,,,,,,N,,,,,2,,67
2019063472,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019131561,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,,67
2019065143,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019071253,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019078869,N,N,N,Y,N,N,0,N,N,600,N,,,,,,,,N,,,,,2,,67
2019089734,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,,67
2019110901,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1,,67
2019064165,N,Y,U,N,N,N,0,Y,N,900,N,,,,,,,,N,,,,,1,,67
2019030134,N,Y,N,N,N,N,0,Y,N,1000,N,,,,,,,,N,,,,,2,,67
2019046441,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019085497,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019010485,Y,Y,U,Y,N,N,0,Y,Y,1200,Y,Y,Y,Y,Y,3,Y,Y,N,,,,,1,,67
2019053516,N,U,N,N,U,N,9,Y,Y,599,N,,,,,,,,N,,,,,2,,67
2019073492,U,U,U,U,U,U,9,U,U,600,U,,,,,,,,U,,,,,1,,67
2019031409,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,,67
2019049353,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019071651,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019082986,N,Y,Y,Y,Y,Y,1,Y,Y,600,N,,,,,,,,N,,,,,1,,67
2019094439,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019018577,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019082986,N,Y,Y,Y,Y,Y,1,Y,Y,600,N,,,,,,,,N,,,,,2,,67
2019095254,N,U,U,U,U,U,9,Y,N,99999,N,,,,,,,,N,,,,,2,,67
2019062714,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019078034,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,,67
2019017970,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019057362,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019061730,N,U,U,U,U,U,9,U,U,600,Y,U,U,U,U,9,U,U,N,,,,,1,,67
2019079735,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019088183,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019100769,,,,,,,,,,,,,,,,,,,,N,Y,N,N,2,,67
2019076283,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019078993,N,Y,Y,Y,N,Y,1,Y,Y,99999,N,,,,,,,,N,,,,,2,,67
2019083675,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2020011075,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,U,,,,,1,,67
2019081397,N,Y,N,Y,Y,Y,1,Y,Y,750,N,,,,,,,,N,,,,,1,,67
2020013625,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019043933,N,N,N,N,U,Y,3,U,N,449,N,,,,,,,,N,,,,,1,,67
2019066487,N,N,N,Y,U,Y,1,N,N,600,N,,,,,,,,N,,,,,1,,67
2019078993,N,Y,Y,Y,N,Y,1,Y,Y,99999,N,,,,,,,,N,,,,,1,,67
2019121230,N,N,U,Y,U,Y,1,Y,Y,600,N,,,,,,,,N,,,,,1,,67
2020014507,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019030148,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,,67
2019085227,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019018563,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019047003,N,N,N,Y,N,Y,1,N,N,100,N,,,,,,,,N,,,,,1,,67
2019054442,N,U,U,N,U,N,1,Y,Y,450,N,,,,,,,,N,,,,,1,,67
2019087102,,,,,,,,,,,,,,,,,,,,U,Y,N,Y,2,,67
2019063706,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019093496,N,Y,U,U,U,Y,9,U,U,0,N,,,,,,,,N,,,,,1,,67
2019121425,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019105091,N,N,U,N,U,N,0,Y,Y,99999,N,,,,,,,,N,,,,,1,,67
2020000265,Y,Y,Y,Y,Y,Y,1,Y,Y,1800,N,,,,,,,,N,,,,,2,,67
2019082492,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019094235,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019098483,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019121368,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1,,67
2019056692,N,N,U,N,N,N,0,Y,N,1000,N,,,,,,,,N,,,,,1,,67
2019058662,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019104198,N,U,U,U,U,U,9,U,U,998,N,,,,,,,,N,,,,,1,,67
2019106730,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,,67
2019115381,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019094259,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019123388,N,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,,67
2019064521,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019099915,,,,,,,,,,,,,,,,,,,,N,N,N,N,1,,67
2019023513,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019062221,Y,N,Y,Y,N,Y,1,Y,N,1000,N,,,,,,,,N,,,,,1,,67
2019079101,N,N,U,Y,N,N,0,N,N,500,Y,N,N,N,N,0,Y,N,N,,,,,1,,67
2019101289,N,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019036630,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019076707,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,,67
2019110899,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,U,,,,,1,,67
2019050894,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019087914,N,N,U,U,N,N,0,Y,N,998,N,,,,,,,,N,,,,,1,,67
2019098270,,,,,,,,,,,,,,,,,,,,N,N,Y,U,1,,67
2019074733,N,N,N,N,N,N,0,Y,N,125,N,,,,,,,,N,,,,,1,,67
2019051246,N,N,N,N,U,Y,1,Y,N,600,N,,,,,,,,N,,,,,2,,67
2019052919,,,,,,,,,,,,,,,,,,,,N,N,N,U,1,,67
2019038095,N,Y,Y,Y,Y,Y,1,Y,Y,600,Y,Y,Y,Y,Y,1,Y,Y,N,,,,,1,,67
2019129982,,,,,,,,,,,,,,,,,,,,U,N,Y,U,2,,67
2019105631,N,Y,Y,Y,Y,Y,1,Y,Y,1000,N,,,,,,,,N,,,,,2,,67
2019031896,,,,,,,,,,,,,,,,,,,,N,N,Y,Y,2,,67
2019074734,,,,,,,,,,,,,,,,,,,,N,N,Y,U,2,,67
2019105927,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1,,67
2019107571,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,,67
2019031988,N,N,Y,N,N,N,0,Y,Y,1000,N,,,,,,,,N,,,,,2,,67
2019066555,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,,67
2019093968,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019107573,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019050143,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,,67
2019060040,N,Y,Y,Y,Y,Y,1,Y,N,200,N,,,,,,,,N,,,,,1,,67
2019077184,U,U,U,U,N,N,0,U,U,1200,Y,N,U,N,N,0,N,N,N,,,,,2,,67
2019035527,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019065148,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,,67
2019070404,N,U,Y,Y,U,Y,1,Y,Y,600,N,,,,,,,,N,,,,,1,,67
2019089746,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019077925,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,,67
2019096419,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019096405,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019107565,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019121357,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,1,,67
2020024196,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019039961,Y,Y,Y,Y,Y,Y,1,Y,Y,0,N,,,,,,,,N,,,,,1,,67
2019062722,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019083029,,,,,,,,,,,,,,,,,,,,N,N,N,N,1,,67
2019084265,N,N,U,U,U,U,1,Y,U,798,N,,,,,,,,N,,,,,1,,67
2019098610,Y,N,Y,Y,Y,Y,1,Y,N,1800,N,,,,,,,,N,,,,,1,,67
2019053131,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019067415,N,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019074717,N,N,Y,Y,N,Y,1,Y,Y,600,N,,,,,,,,N,,,,,2,,67
2019074725,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019094764,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,,67
2019047074,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019036597,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019078038,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019078331,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,,67
2020065323,,,,,,,,,,,,,,,,,,,,Y,N,Y,U,2,,67
2019083218,N,N,Y,Y,N,N,0,N,Y,99999,N,,,,,,,,N,,,,,1,,67
2019082857,N,N,U,U,N,N,0,Y,N,500,N,,,,,,,,N,,,,,1,,67
2019065287,N,N,U,U,N,Y,1,Y,Y,1340,N,,,,,,,,N,,,,,2,,67
2019070604,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019078839,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019094238,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,,67
2019074886,N,N,N,Y,Y,Y,1,Y,N,400,N,,,,,,,,N,,,,,2,,67
2019109996,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019065874,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019070604,Y,N,Y,N,N,N,0,N,N,1200,N,,,,,,,,N,,,,,1,,67
2019096261,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019070055,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,1,,67
2019071058,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019089661,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019069963,Y,N,U,Y,N,N,0,Y,N,1795,N,,,,,,,,N,,,,,2,,67
2019097994,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,,67
2019100173,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019117545,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,,67
2019068569,N,U,U,Y,U,U,1,Y,Y,998,N,,,,,,,,N,,,,,3,,67
2019079418,N,U,N,Y,Y,Y,1,Y,Y,1000,N,,,,,,,,N,,,,,2,,67
2019086989,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,,67
2019057168,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019088368,N,Y,Y,Y,U,U,9,Y,Y,600,N,,,,,,,,N,,,,,1,,67
2019078191,Y,N,U,N,U,N,0,N,N,1800,Y,N,N,N,N,0,N,N,N,,,,,1,,67
2019096834,U,N,U,U,U,U,1,Y,Y,500,N,,,,,,,,N,,,,,1,,67
2019116542,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019058354,Y,Y,Y,Y,Y,Y,1,N,N,999,N,,,,,,,,N,,,,,1,,67
2019066657,Y,U,Y,Y,N,N,0,Y,Y,1449,N,,,,,,,,N,,,,,1,,67
2019093799,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,,67
2019104587,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019053208,Y,U,U,N,N,N,0,Y,N,1200,N,,,,,,,,N,,,,,2,,67
2019065263,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019085314,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019039513,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019052724,,,,,,,,,,,,,,,,,,,,N,U,N,Y,2,,67
2019057843,N,N,N,Y,U,Y,2,Y,Y,50,N,,,,,,,,N,,,,,1,,67
2019075272,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1,,67
2019023548,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,,67
2019047844,N,Y,U,Y,U,N,9,Y,Y,600,N,,,,,,,,N,,,,,1,,67
2019104262,N,Y,U,Y,U,Y,1,Y,Y,600,N,,,,,,,,N,,,,,1,,67
2019061686,U,U,U,U,U,U,9,Y,N,99999,Y,N,N,N,N,0,Y,N,U,,,,,1,,67
2019121570,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,,67
2019068434,N,N,U,U,U,U,1,Y,Y,0,N,,,,,,,,N,,,,,2,,67
2019074472,N,U,Y,Y,Y,U,1,Y,Y,1000,N,,,,,,,,N,,,,,2,,67
2019053558,N,U,U,Y,U,Y,9,Y,Y,1000,N,,,,,,,,N,,,,,2,,67
2019057505,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,U,,,,,1,,67
2019072982,N,U,U,U,Y,U,1,Y,U,1130,N,,,,,,,,N,,,,,2,,67
2019094491,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,,67
2019058245,N,N,N,N,Y,Y,0,N,N,200,N,,,,,,,,N,,,,,1,,67
2019131556,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019090285,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019051868,N,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2020010284,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,U,,,,,1,,67
2019054918,N,U,N,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,,67
2019080230,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019094067,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019116308,Y,U,U,U,U,U,9,U,U,1833,N,,,,,,,,N,,,,,2,,67
2019119330,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019042924,,,,,,,,,,,,,,,,,,,,N,N,N,U,1,,67
2019040561,,,,,,,,,,,,,,,,,,,,U,U,U,U,2,,67
2019083460,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,,67
2019088525,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,,67
2019125142,N,Y,U,N,N,N,0,Y,Y,1340,N,,,,,,,,N,,,,,1,,67
2019044202,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019074941,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019075329,N,Y,Y,Y,N,N,0,Y,N,1300,N,,,,,,,,N,,,,,1,,67
2019079275,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019126245,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,,67
2019082565,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,,67
2019107282,N,U,U,N,U,Y,1,Y,Y,1000,N,,,,,,,,N,,,,,2,,67
2019118408,N,N,Y,Y,Y,N,1,Y,Y,1000,N,,,,,,,,N,,,,,1,,67
2019054138,N,N,N,N,N,N,0,U,Y,125,N,,,,,,,,N,,,,,1,,67
2019071056,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,,67
2019089228,Y,Y,Y,U,U,U,9,Y,Y,600,N,,,,,,,,N,,,,,2,,67
2019091400,N,N,N,Y,N,Y,2,N,N,100,N,,,,,,,,N,,,,,1,,67
2019069354,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,,67
